Duke	AosmcSerumfree	LTR8A	MA0099.2	AP1	107	1060	84	2801	0
Duke	Chorion	L2b	MA0056.1	MZF1_1-4	2475	21159	964	97454	0
Duke	Chorion	L2b	MA0075.1	Prrx2	2475	37804	614	97454	0
Duke	Chorion	L2b	MA0098.1	ETS1	2475	38015	1233	97454	0
Duke	Chorion	L2b	MA0130.1	ZNF354C	2475	18478	710	97454	0
Duke	Chorion	L2b	MA0151.1	ARID3A	2475	20727	283	97454	0
Duke	Chorion	MIRb	MA0151.1	ARID3A	4335	70410	713	224683	0
Duke	Fibrobl	L2b	MA0036.1	GATA2	2185	45502	835	97454	0
Duke	Fibrobl	L2b	MA0056.1	MZF1_1-4	2185	21159	796	97454	0
Duke	Fibrobl	L2b	MA0075.1	Prrx2	2185	37804	603	97454	0
Duke	Fibrobl	L2b	MA0098.1	ETS1	2185	38015	1070	97454	0
Duke	Fibrobl	L2b	MA0130.1	ZNF354C	2185	18478	650	97454	0
Duke	Fibrobl	L2b	MA0151.1	ARID3A	2185	20727	309	97454	0
Duke	Fibrop	L2b	MA0056.1	MZF1_1-4	1723	21159	541	97454	0
Duke	Fibrop	L2b	MA0098.1	ETS1	1723	38015	864	97454	0
Duke	Fibrop	L2b	MA0130.1	ZNF354C	1723	18478	493	97454	0
Duke	Fibrop	L2b	MA0161.1	NFIC	1723	18635	461	97454	0
Duke	Fibrop	LTR8A	MA0099.2	AP1	103	1060	80	2801	0
Duke	Gm12891	L2b	MA0036.1	GATA2	2197	45502	797	97454	0
Duke	Gm12891	L2b	MA0056.1	MZF1_1-4	2197	21159	925	97454	0
Duke	Gm12891	L2b	MA0075.1	Prrx2	2197	37804	482	97454	0
Duke	Gm12891	L2b	MA0098.1	ETS1	2197	38015	1125	97454	0
Duke	Gm12891	L2b	MA0130.1	ZNF354C	2197	18478	662	97454	0
Duke	Gm12891	L2b	MA0151.1	ARID3A	2197	20727	245	97454	0
Duke	Gm12891	MIRb	MA0151.1	ARID3A	3579	70410	525	224683	0
Duke	Gm12892	L2b	MA0036.1	GATA2	2136	45502	765	97454	0
Duke	Gm12892	L2b	MA0056.1	MZF1_1-4	2136	21159	928	97454	0
Duke	Gm12892	L2b	MA0075.1	Prrx2	2136	37804	453	97454	0
Duke	Gm12892	L2b	MA0098.1	ETS1	2136	38015	1102	97454	0
Duke	Gm12892	L2b	MA0130.1	ZNF354C	2136	18478	639	97454	0
Duke	Gm12892	L2b	MA0151.1	ARID3A	2136	20727	218	97454	0
Duke	Gm12892	MIRb	MA0151.1	ARID3A	3323	70410	427	224683	0
Duke	Gm18507	L2b	MA0056.1	MZF1_1-4	1365	21159	514	97454	0
Duke	Gm18507	L2b	MA0098.1	ETS1	1365	38015	705	97454	0
Duke	Gm18507	L2b	MA0130.1	ZNF354C	1365	18478	417	97454	0
Duke	Gm19238	L2b	MA0056.1	MZF1_1-4	1582	21159	673	97454	0
Duke	Gm19238	L2b	MA0075.1	Prrx2	1582	37804	410	97454	0
Duke	Gm19238	L2b	MA0098.1	ETS1	1582	38015	830	97454	0
Duke	Gm19238	L2b	MA0130.1	ZNF354C	1582	18478	469	97454	0
Duke	Gm19238	L2b	MA0151.1	ARID3A	1582	20727	212	97454	0
Duke	Gm19239	L2b	MA0036.1	GATA2	2348	45502	911	97454	0
Duke	Gm19239	L2b	MA0056.1	MZF1_1-4	2348	21159	952	97454	0
Duke	Gm19239	L2b	MA0075.1	Prrx2	2348	37804	596	97454	0
Duke	Gm19239	L2b	MA0098.1	ETS1	2348	38015	1242	97454	0
Duke	Gm19239	L2b	MA0130.1	ZNF354C	2348	18478	702	97454	0
Duke	Gm19239	L2b	MA0151.1	ARID3A	2348	20727	302	97454	0
Duke	Gm19239	MIRb	MA0151.1	ARID3A	4149	70410	656	224683	0
Duke	Gm19240	L2b	MA0056.1	MZF1_1-4	1954	21159	790	97454	0
Duke	Gm19240	L2b	MA0075.1	Prrx2	1954	37804	526	97454	0
Duke	Gm19240	L2b	MA0098.1	ETS1	1954	38015	1048	97454	0
Duke	Gm19240	L2b	MA0130.1	ZNF354C	1954	18478	578	97454	0
Duke	Gm19240	L2b	MA0151.1	ARID3A	1954	20727	245	97454	0
Duke	Gm19240	MIRb	MA0151.1	ARID3A	3323	70410	534	224683	0
Duke	H1hesc	L2b	MA0036.1	GATA2	1868	45502	697	97454	0
Duke	H1hesc	L2b	MA0056.1	MZF1_1-4	1868	21159	784	97454	0
Duke	H1hesc	L2b	MA0075.1	Prrx2	1868	37804	473	97454	0
Duke	H1hesc	L2b	MA0098.1	ETS1	1868	38015	953	97454	0
Duke	H1hesc	L2b	MA0130.1	ZNF354C	1868	18478	565	97454	0
Duke	H1hesc	L2b	MA0151.1	ARID3A	1868	20727	208	97454	0
Duke	H1hesc	MER74A	MA0142.1	Pou5f1	154	272	72	1578	0
Duke	H9es	MER4B	MA0142.1	Pou5f1	87	397	56	1725	0
Duke	H9es	MER67C	MA0142.1	Pou5f1	79	196	46	1646	0
Duke	H9es	MER74A	MA0142.1	Pou5f1	228	272	114	1578	0
Duke	Helas3	L2b	MA0036.1	GATA2	2151	45502	820	97454	0
Duke	Helas3	L2b	MA0056.1	MZF1_1-4	2151	21159	868	97454	0
Duke	Helas3	L2b	MA0075.1	Prrx2	2151	37804	578	97454	0
Duke	Helas3	L2b	MA0098.1	ETS1	2151	38015	1106	97454	0
Duke	Helas3	L2b	MA0130.1	ZNF354C	2151	18478	683	97454	0
Duke	Helas3	L2b	MA0151.1	ARID3A	2151	20727	274	97454	0
Duke	Helas3	LTR8A	MA0099.2	AP1	161	1060	131	2801	0
Duke	Hepg2	L2b	MA0056.1	MZF1_1-4	1644	21159	653	97454	0
Duke	Hepg2	L2b	MA0075.1	Prrx2	1644	37804	407	97454	0
Duke	Hepg2	L2b	MA0130.1	ZNF354C	1644	18478	471	97454	0
Duke	Hepg2	L2b	MA0151.1	ARID3A	1644	20727	198	97454	0
Duke	Hsmm	L2b	MA0056.1	MZF1_1-4	1853	21159	731	97454	0
Duke	Hsmm	L2b	MA0075.1	Prrx2	1853	37804	483	97454	0
Duke	Hsmm	L2b	MA0098.1	ETS1	1853	38015	928	97454	0
Duke	Hsmm	L2b	MA0130.1	ZNF354C	1853	18478	551	97454	0
Duke	Hsmm	L2b	MA0151.1	ARID3A	1853	20727	223	97454	0
Duke	Hsmmt	L2b	MA0056.1	MZF1_1-4	2212	21159	828	97454	0
Duke	Hsmmt	L2b	MA0075.1	Prrx2	2212	37804	594	97454	0
Duke	Hsmmt	L2b	MA0098.1	ETS1	2212	38015	1083	97454	0
